순,검체명,동물명,Hg,As,Cd,Pb,Al,Ba,U,Bi,Ni,Ti,Cs,Sb,Ca,Mg,Na,K,Cu,Zn,P,Fe,Mn,Cr,Se,Co,Li,V,Mo,B,Ca_Mg,Ca_P,Na_K,Zn_Cu,Na_Mg,Ca_K,종,품종,나이,성별,몸무게,BCS,피부건강,관절건강,심장건강,눈건강,호흡기건강,구강건강,소화기건강,비뇨생식기건강,뇌신경건강,호르몬건강,보호자관찰내용1,보호자관찰내용2,보호자관찰내용3,보호자관찰내용4,보호자관찰내용5,보호자관찰내용6,보호자관찰내용7,보호자관찰내용8,보호자관찰내용9,보호자관찰내용10,수의사소견및진단명1,수의사소견및진단명2,수의사소견및진단명3,수의사소견및진단명4,수의사소견및진단명5,수의사소견및진단명6,수의사소견및진단명7,수의사소견및진단명8,수의사소견및진단명9,수의사소견및진단명10,질병명1,질병명2,질병명3,질병명4,질병명5,질병명6,질병명7,질병명8,질병명9,질병명10,카테고리1,카테고리2,카테고리3,카테고리4,카테고리5,카테고리6,카테고리7,카테고리8,카테고리9,카테고리10,혈액검사일,Purpose_of_visit,Record,Glucose,BUN,Creatinine,BUN/CREratio,ALP,ALT,T_protein,Albumin,Globulin,A/G ratio,T_bilirubin,GGT,T_cholesterol,Phosphorus,Calcium[Ca++],Amylase,Lipase(Dry),Lipase,AST/GOT,ALT/GPT,TG,RBC,HCT,HGB,MCV,MCH,MCHC,RDW-CV,#RETIC,%RETIC,RETHGB,WBC,%NEU,%LYM,%MON,EO(%),%BASO,%GRA,#NEU,#LYM,#MON,EO(#),#BASO,#GRA,PLT,MPV,PDW,THT,cPL,Na+,K+,Ca++,Cl-,pH,PCO2,PO2,HCO3-,BEecf(Ven),tCO2,ANION GAP,SO2,stO2,Hct(Ven),CRP,UPC,Urine protein,Urine Creatinine,pH(U),SDMA,Na/K,새카테고리1,새카테고리2,새카테고리3,새카테고리4,새카테고리5,새카테고리6,새카테고리7,새카테고리8,새카테고리9,새카테고리10
165,P0818_20,참,0.09,0.101,0.008,0.233,12.869,0.507,0.003,0.006,0.489,0.005,0.006,0.111,165.81,22.876,111.471,204.047,12.604,181.244,271.62,26.715,0.375,0.173,0.956,0.024,0.025,0.055,0.052,1.078,7.248,0.61,0.546,14.38,4.873,0.813,개,시츄,14,MC,4.2,2,3,2,1,3,3,1,2,1,3,3,최근 식욕 저하,점점 마르고 있음,거동이 이전보다 불편해 보임,,,,,,,,CKD,MMVD로 관리 중인 환자,최근 요산결석 수술 진행함,,,,,,,,심장판막증,만성신장질환,기타(과거력),,,,,,,,신장질환,기타,심장질환,,,,,,,,2021-08-14,,2,,18.6,1.4,,,,14,,,,,,,3.5,,,,,,,,4.86,30.6,11.2,63,23,36.6,16.4,18.5,0.4,,10.35,78.6,11.6,7.1,1.9,0.8,,8.14,1.2,0.73,0.2,0.08,,567,10.2,8.9,0.58,,148,5.97,1.33,112,7.42,36.2,39,23,-0.9,24.1,13.2,74.4,11.1,39,,0.25,18,71,,,,신장질환,심장질환,,,,,,,,
166,P0818_21,여름,0.121,0.105,0.008,0.13,5.823,0.26,0.003,0.007,0.222,0.004,0.006,0.046,162.786,17.634,1043.291,612.132,15.047,213.158,230.715,14.778,0.19,0.169,2.499,0.014,0.021,0.026,0.052,1.138,9.232,0.706,1.704,14.167,59.165,0.266,개,말티즈,14,MC,2.5,2,4,3,1,4,3,2,4,1,5,5,만성질환 관리 중,현재는 잘 지내고 있음,,,,,,,,,경미한 빈혈,CKD 초기 단계,MMVD 관리 중,과거 요로결석 있었음 (칼슘 옥살레이트),,,,,,,심장판막증,만성신장질환,빈혈,기타(과거력),,,,,,,혈액,신장질환,기타,심장질환,,,,,,,2021-08-15,심신장재진,2,,20,1.3,,,,,,,,,,,3.1,,,,,,,,5.81,37.3,12.8,64.2,22,34.3,14.2,32,0.6,24.5,11.64,49.8,26.5,7.6,16,0.1,,5.81,3.08,0.88,1.86,0.01,,447,12.3,12,0.55,,,,,,,,,,,,,,,,,,,,,15,,신장질환,심장질환,,,,,,,,
167,P0818_22,똘똘이,0.04,0.075,0.041,0.273,9.925,0.638,0.004,0.076,0.666,0.004,0.005,0.11,138.273,18.766,152.67,193.833,21.39,187.206,237.018,24.332,0.289,0.162,0.459,0.024,0.027,0.034,0.086,0.603,7.368,0.583,0.788,8.752,8.136,0.713,개,말티즈,16,MC,5.5,3,3,3,4,1,4,1,1,3,2,3,최근 치매증상,식욕 부진,복부팽만,,,,,,,,간종양 진단,복수,,,,,,,,,복수,간종양,,,,,,,,,종양,소화기질환,,,,,,,,,2021-08-15,간종양,2,119,22,0.5,,1032,,4.4,2,2.3,,0.1,124,,,,,,,102,546,,6.49,42.1,14.8,64.9,22.8,35.2,17.7,37,0.6,27,14.29,80.6,8.8,9.5,0.7,0.4,,11.51,1.26,1.36,0.1,0.06,,288,10.3,9.2,0.3,,148,5.17,1.28,117,7.4,28.7,48,17.4,-6.5,18.3,14.1,84.3,15.8,48,10,,,,,,,종양,,,,,,,,,
168,P0818_23,송이,0.037,0.047,0.015,0.086,10.283,0.543,0.003,0.009,0.184,0.004,0.003,0.064,98.201,14.007,540.118,351.437,14.062,212.282,231.378,15.897,0.166,0.179,0.97,0.008,0.039,0.034,0.048,0.939,7.011,0.424,1.537,15.096,38.559,0.279,개,말티즈,11,F,5.5,3,4,1,5,4,5,2,4,5,5,5,후지의 간헐적 파행,,,,,,,,,,양측슬개골 탈구증 진단 및 수술 예정,,,,,,,,,,슬개골탈구,,,,,,,,,,정형질환,,,,,,,,,,2021-08-16,"뒷다리진료, 76500원미수!!",8,96,9.4,0.7,14,358,,7.5,3.4,4,0.8,0.1,5,246,2,10.6,650,,93,,101,,7.8,51.3,17.6,65.8,22.6,34.3,19.9,82.7,1.1,23.3,7.79,77,12.6,4.2,5.9,0.3,,6,0.98,0.33,0.46,0.02,,490,13.5,13.5,0.66,,,,,,,,,,,,,,,,,,,,,12,,기타,,,,,,,,,
169,P0818_24,해피,0.157,0.043,0.012,0.376,12.402,1.151,0.004,0.032,1.599,0.005,0.005,0.135,858.225,99.972,545.092,230.871,20.394,456.949,197.626,26.321,0.734,0.309,0.396,0.029,0.036,0.039,0.099,1.649,8.585,4.343,2.361,22.407,5.452,3.717,개,푸들,6,MC,5,3,5,5,5,5,5,2,5,5,5,5,치아 상태 불량,,,,,,,,,,발치 및 스케일링 예정,치주염 있음,,,,,,,,,치주질환,,,,,,,,,,치아질환,,,,,,,,,,2021-08-16,치과진료,2,103,20.2,1.3,16,47,,7.4,3.4,4,0.8,0.1,5,234,3.6,10.5,574,,101,,66,,8.37,53.9,18.4,64.4,22,34.1,18.3,37.7,0.5,22.8,8.31,61.2,26.2,8.7,3.9,0,,5.09,2.18,0.72,0.32,0,,281,12.4,10.5,0.35,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
170,R1030_01,로이,0.145,0.147,0.013,3.164,14.618,0.882,0.018,0.006,0.286,0.003,0.01,0.05,405.262,42.126,1728.92,1051.999,15.02,200.355,758.772,31.343,0.678,0.24,0.573,0.022,0.022,0.042,0.067,1.004,9.62,0.534,1.643,13.339,41.042,0.385,개,말티푸,2.1,M,5.1,3,5,5,1,5,4,5,2,5,5,5,구토를 가끔씩 해요,어렸을때 선천적인 심장기형 진단을 받았음,,,,,,,,,VSD(심실중격결손),murmur G3,만성췌장염,물먹은 후 기침증상,,,,,,,췌장염,심실중격결손증,심잡음,호기성건성기침,,,,,,,소화기질환,심장질환,심장질환,호흡기질환,,,,,,,2021-06-01,,,120,21.9,1,21.9,88,63,6.3,4.2,2.1,2,0.1,9,189,5.4,11.1,1553,,27,32,,59,7.8,51.1,19.4,65,24.8,38,16.1,,,,9.6,,25.6,4.4,2.1,,70,,2.4,0.4,0.2,,6.8,341,9.2,,,,148,4,,113,,,,,,,,,,,,,,,,,37,심장질환,췌장염,,,,,,,,
171,R1030_02,모모,0.305,0.041,0.013,0.664,11.346,0.637,0.006,0.005,0.262,0.001,0.001,0.07,249.006,26.655,114.844,68.086,16.671,188.644,219.635,22.433,0.449,0.289,1.149,0.01,0.02,0.036,0.055,0.962,9.342,1.134,1.687,11.316,4.309,3.657,개,푸들,12,MC,5,4,4,4,4,3,2,3,3,3,4,4,가끔씩 점액변,노령으로 인한 활력저하,가끔씩 기침증상,통증,,,,,,,노령성 신장낭종,기관지염,폐렴,척추 spondylosis,담낭 슬러지,,,,,,담낭슬러지,기관지염,폐렴,척추증,노령성신장낭종,,,,,,정형질환,호흡기질환,종양,호흡기질환,소화기질환,,,,,,2021-07-28,,,85,21.9,0.91,24.1,340,50,5.9,3.9,2,2,0.1,9,289,4.4,10.6,,,48,16,,107,7,48.5,16.4,69,23.4,33.7,15.2,,,,7.8,,21.1,6.9,1.2,,72,,1.6,0.5,0.1,,5.7,224,9.1,,,,150,4.3,,116,,,,,,,,,,,,,,,,11,34.9,종양,담낭질환,,,,,,,,
172,R1030_03,마솔잎,0.269,0.054,0.007,0.249,40.73,1.415,0.014,0.009,10.43,0.001,0.009,0.056,268.654,29.761,56.926,41.897,15.291,188.663,144.235,64.541,1.811,0.63,0.572,0.029,0.04,0.115,0.044,0.652,9.027,1.863,1.359,12.338,1.913,6.412,개,비숑프리제,4,MC,8.15,4,2,4,5,3,5,5,2,5,5,5,자주 구토를 함,식이 알러지가 심한것 같아요,현재 생식 먹이고 있음,,,,,,,,식이알러지,지간염,결막염,눈물,닭고기 알러지,첨가물 알러지,호흡기 관련증상 없음,거의 매일 흡연 노출중,,,지간염,결막염,눈물,피부알러지,흡연노출,식이알러지,,,,,안과질환,흡연노출,피부질환,피부질환,안과질환,피부질환,,,,,2021-03-13,,,,,,,,,,,,,,,,,,,,,,,,6.3,40.2,16,64,25.3,39.8,15.1,,,,8,,23,5.7,1.8,,71.3,,1.8,0.4,0.1,,5.8,234,11.7,,,,,,,,,,,,,,,,,,7.41,,,,,,,피부질환,,,,,,,,,
173,R1030_04,마리,0.308,0.052,0.008,0.829,29.347,1.421,0.008,0.01,0.454,0.003,0.012,0.082,648.917,68.929,268.978,89.227,14.01,200.848,206.118,77.13,0.972,0.352,1.319,0.037,0.126,0.121,0.066,1.034,9.414,3.148,3.015,14.336,3.902,7.273,개,시츄,16,F,6.6,3,1,2,1,3,2,2,1,2,1,1,경련,흥분시 예민함,호흡곤란,사망,,,,,,,심부전,폐수종,쿠싱,아토피,간종괴,경련,신부전,,,,간종양,경련,쿠싱,신부전,폐수종,심부전,아토피,,,,심장질환,심장질환,신장질환,신경계질환,피부질환,종양,호르몬질환,,,,2021-08-14,,,,45.5,1.51,30.1,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,4.1,,101,,,,,,,,,,,,,,,,,33.9,종양,신장질환,심장질환,피부질환,부신피질기능항진증,,,,,
174,R1030_05,금동이,0.261,0.017,0.009,0.287,7.936,0.485,0.004,0.004,1.035,0.002,0.004,0.069,395.962,57.652,1735.06,638.786,15.315,189.018,535.577,28.878,0.478,1.096,1.296,0.018,0.031,0.071,0.171,1.273,6.868,0.739,2.716,12.342,30.096,0.62,개,시츄,16,MC,5.1,3,1,1,1,2,4,2,3,1,1,1,노령성 치매,심장약 복용중,피부병이 심함,사망,,,,,,,쿠싱,신부전,심장병,곰팡이성 피부염,호흡기질환은 없음,,,,,,피부염,쿠싱,신부전,심장병,,,,,,,신장질환,피부질환,호르몬질환,심장질환,,,,,,,2020-11-20,,,194,94.6,1.88,50.3,3500,41,6.8,3,3.8,0.8,0.9,46,413,7.8,13,1895,,964,22,,119,3.4,21.4,10.3,63,30.3,48,17.2,,,,25.3,,19.2,6.5,2.6,,74.3,,4.8,1.6,0.7,,18.9,644,8.7,,,,138,4.3,,95,,,,,,,,,,,,,,,,,32.1,신장질환,심장질환,피부질환,부신피질기능항진증,,,,,,
175,R1030_08,유자,0.147,0.088,0.01,0.14,5.674,0.528,0.01,0.099,0.331,0.001,0.007,0.148,130.144,16.421,319.915,386.331,17.358,169.921,216.468,15.257,0.214,0.212,0.567,0.022,0.022,0.06,0.045,1.724,7.925,0.601,0.828,9.789,19.481,0.337,개,푸들,0.4,F,2.9,3,4,2,5,5,5,5,5,5,5,5,양호함,,,,,,,,,,슬개골탈구 2기,,조만간 중성화 수술위해 혈검 예정,,,,,,,,슬개골탈구,,,,,,,,,,정형질환,,,,,,,,,,2020-12-02,,,119,21.8,0.6,36.3,690,70,5.8,3.6,2.2,1.6,,,,,,,,,31,,,8.3,48.7,20.2,58,24.3,41.5,14.5,,,,8.4,,,,,,,,,,,,,248,13.8,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
176,R1030_09,볼보,0.072,0.07,0.044,1.02,10.148,0.844,0.002,0.017,0.43,0.001,0.009,0.119,173.745,21.912,1482.065,892.103,13.098,176.924,187.667,23.702,0.357,0.417,0.946,0.012,0.652,0.028,0.036,45.034,7.929,0.926,1.661,13.508,67.637,0.195,개,포메라니언,7,MC,4.6,4,2,3,2,2,1,3,1,5,5,1,쿠싱,당뇨약 먹이는중,구토를 가끔씩 심하게 함,피부병 재발,,,,,,,쿠싱,당뇨,췌장염,호흡곤란,피부,,,,,,췌장염,피부병,쿠싱,호흡곤란,당뇨,,,,,,호르몬질환,호흡기질환,피부질환,소화기질환,호르몬질환,,,,,,2021-04-23,,,315,25.1,0.42,59.8,1183,89,7,3.1,3.9,0.8,0.3,17,450,5,,717,,91,53,,500,7,46.7,17.6,67,25.1,37.7,16.4,,,,9,,24.5,6.3,1.8,,69.2,,2.2,0.5,0.2,,6.3,544,9.6,,,,142,4.6,,99,,,,,,,,,,,,,,,,,30.9,췌장염,피부질환,부신피질기능항진증,,,,,,,
177,R1030_10,조비단,0.068,0.075,0.004,0.066,3.893,0.246,0.001,0.008,0.24,0.002,0.006,0.071,295.614,53.967,982.001,513.313,14.883,195.854,338.556,11.405,0.234,0.239,0.64,0.008,0.02,0.012,0.019,3.189,5.478,0.873,1.913,13.16,18.196,0.576,개,치와와,3,FS,2.8,2,3,1,4,5,5,5,5,5,5,5,양쪽 슬개골 탈구 수술,외이염 재발,,,,,,,,,슬개골 탈구,,,,,,,,,,슬개골탈구,,,,,,,,,,정형질환,,,,,,,,,,2018-10-06,,,115,11.7,0.6,19.5,379,36,6,3.3,2.7,1.2,,,,,,,,,32,,,7.2,44.9,16.8,62,23.3,37.4,14.4,,,,15,,18.1,5,2,,76.9,,2.7,0.7,0.3,,11.6,450,8.3,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
178,R1030_11,까꿍,0.056,0.035,0.002,0.053,3.292,0.342,0.003,0.005,0.258,0,0.005,0.056,443.007,74.362,638.844,299.753,9.359,140.343,509.418,10.152,0.131,0.16,0.767,0.01,0.013,0.012,0.055,0.961,5.957,0.87,2.131,14.996,8.591,1.478,개,치와와,7,FS,3,2,3,1,5,5,5,5,4,5,5,5,엉덩이 피부염,외이염,가끔씩 다리를 절어요,,,,,,,,피부염,슬개골 탈구,,,,,,,,,피부염,슬개골탈구,,,,,,,,,피부질환,정형질환,,,,,,,,,2021-04-16,,,83,16,0.58,27.6,233,46,6.1,3.2,2.9,1.1,0.3,3,253,2.8,10.9,657,,53,33,,58,7.2,48,17.8,67,24.6,37,15.7,,,,7.3,,26.3,10.8,0.9,,62.9,,1.9,0.7,0.1,,4.7,248,10.9,,,,,,,,,,,,,,,,,,,,,,,,38.2,피부질환,,,,,,,,,
179,R1030_12,도리,0.109,0.047,0.002,0.058,4.684,0.232,0.001,0.005,0.169,0.001,0.007,0.025,165.192,35.55,764.915,160.85,12.828,211.646,367.28,12.026,0.182,0.257,0.476,0.007,0.029,0.012,0.018,1.555,4.647,0.45,4.755,16.498,21.517,1.027,개,치와와,5,FS,1.5,1,5,1,5,5,5,5,2,5,5,5,간수치 상승,구토,슬개골 탈구 수술 받았음,,,,,,,,슬개골 탈구,급성 췌장염,최근 체중감소,,,,,,,,체중변화,췌장염,슬개골탈구,,,,,,,,소화기질환,정형질환,기타,,,,,,,,2021-06-19,,,,,,,102,33,,,,,0.3,10,,,,,,,30,,,6.7,43.9,16.6,65,24.7,37.9,15.5,,,,6.1,,27,5.2,1.6,,67.8,,1.6,0.3,0.1,,4.2,403,8.4,,,,,,,,,,,,,,,,,,,,,,,,,췌장염,,,,,,,,,
180,R1030_13,말랭이,0.153,0.068,0.016,1.246,26.141,1.219,0.005,0.007,0.541,0.003,0.012,0.098,150.381,31.295,1889.554,671.592,13.444,227.941,355.707,58.308,0.801,0.655,1.062,0.032,0.262,0.07,0.052,1.735,4.805,0.423,2.814,16.955,60.379,0.224,개,말티즈,4,MC,5.3,4,5,5,5,5,4,5,2,5,1,3,주기적으로 발작을 해요,,,,,,,,,,MUE,경련,발작증세,면역억제제 복용중,,,,,,,발작,경련,뇌수막염,자가면역성질환,,,,,,,신경계질환,신경계질환,신경계질환,혈액,,,,,,,2021-02-14,,,109,20.3,0.59,34.4,233,23,6.9,4.3,2.6,1.7,0.8,9,382,6.4,12,631,,34,24,,500,6.6,41.1,16.4,62,24.7,39.8,15.6,,,,7.7,,35.5,8.9,1.5,,55.6,,2.7,0.6,0.1,,4.4,487,10.1,,,,,,,,,,,,,,,,,,,,,,,,38.9,기타,,,,,,,,,
181,R1030_15,뽀송,0.169,0.044,0.004,0.687,5.693,2.985,0.001,0.016,1.063,0.002,0.007,0.053,2410.82,347.284,6334.817,301.559,15.906,231.887,337.775,16.728,0.36,0.286,0.665,0.009,0.024,0.021,0.02,0.909,6.942,7.137,21.007,14.578,18.241,7.995,개,믹스,8,FS,6.2,3,5,2,5,5,4,4,2,2,5,5,가끔씩 구토,기침,슬개골 탈구 있음,,,,,,,,호흡기증상,기관지염,슬개골탈구,담낭 슬러지,,,,,,,담낭슬러지,기관지염,호흡기증상,슬개골탈구,,,,,,,호흡기질환,정형질환,호흡기질환,소화기질환,,,,,,,2021-07-30,,,91,10,0.81,28.6,646,62,,3.9,,1.3,0.2,,,4.5,,,,,22,,,7.6,,,61,24.3,40.2,15.7,,,,5.6,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,13,,담낭질환,,,,,,,,,
182,R1030_16,탱이,0.486,0.2,0.014,0.553,40.788,2.301,0.008,0.009,0.606,0.003,0.014,0.137,212.853,30.044,996.076,401.697,13.69,153.043,385.994,83.523,1.366,0.441,0.853,0.048,0.053,0.115,0.043,1.052,7.085,0.551,2.48,11.179,33.154,0.53,개,제페니스 스피치,4,MC,8.7,4,5,5,5,5,5,5,5,5,5,5,양호,,,,,,,,,,양호,,,,,,,,,,건강함,,,,,,,,,,건강,,,,,,,,,,2019-07-14,,,110,17.5,0.81,21.6,97,82,6.7,4.2,2.5,1.7,0.1,5,165,4.8,13.1,726,,19,23,,50,8.8,57.2,19.9,65,22.7,34.8,15.5,,,,8.9,,26.6,7.1,2,,66.3,,2.3,0.6,0.2,,6,240,10.4,,,,151,3.8,,114,,,,,,,,,,,,,,,,,39.7,건강,,,,,,,,,
183,R1030_17,깜치,0.88,0.067,0.002,0.201,10.874,1.175,0.002,0.012,0.826,0.007,0.009,0.258,1418.827,148.311,1261.972,715.238,21.521,154.087,309.072,22.835,0.44,0.366,1.921,0.011,0.032,0.03,0.125,3.034,9.567,4.591,1.764,7.16,8.509,1.984,개,치와와,10,MC,5,4,2,3,1,5,3,3,4,5,5,1,갑상선,심장병 약 복용중,피부병 재발,,,,,,,,갑상선 기능 저하증,심부전,탈모,피부질환,,,,,,,심부전,피부병,갑상선기능저하증,,,,,,,,심장질환,피부질환,호르몬질환,,,,,,,,2021-03-20,,,,14.3,0.5,28.6,646,59,,,,,0.2,4,,4.5,11.4,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,심장질환,피부질환,갑상선기능저하증,,,,,,,
184,R1030_18,토토,0.084,0.03,0.002,0.224,5.063,0.402,0.005,0.007,0.226,0.001,0.007,0.053,456.09,102.563,275.295,46.295,9.754,147.774,254.197,18.341,0.282,0.25,1.287,0.008,0.012,0.03,0.091,1.647,4.447,1.794,5.947,15.15,2.684,9.852,개,믹스,10,FS,4.35,3,1,4,5,4,4,4,4,4,5,1,쿠싱약 복용중,피부 안좋음,,,,,,,,,쿠싱,탈모,,,,,,,,,쿠싱,,,,,,,,,,호르몬질환,,,,,,,,,,2021-07-28,,,109,15.6,0.39,40,182,153,7,4.1,2.9,1.4,0.2,20,261,5.3,11.2,488,,544,58,,500,5.7,36.6,12.7,64,22.3,34.7,15.6,,,,9.3,,19.5,11.8,1.2,,68.7,,1.8,1.1,0.1,,6.4,489,9.6,,,,145,4.1,,99,,,,,,,,,,,,,,,,,35.4,부신피질기능항진증,,,,,,,,,
185,R1118_02,승리,0.086,0.206,0.01,0.289,12.286,0.768,0.005,0.012,0.452,0.001,0.004,0.216,272.411,27.843,418.038,109.13,15.36,208.268,242.56,33.189,0.447,0.353,0.536,0.017,0.021,0.04,0.046,14.986,9.784,1.123,3.831,13.559,15.014,2.496,개,말티즈,12,FS,3,2,1,4,1,1,3,1,3,1,4,1,사이토포인트 접종,호르몬약 복용중,,,,,,,,,갑상선 기능 저하증,심부전,아토피,신장결석,백내장,쿠싱증후군,,,,,갑상선기능저하증,쿠싱,심부전,백내장,아토피,신장결석,,,,,신장질환,안과질환,심장질환,호르몬질환,피부질환,호르몬질환,,,,,2021-04-01,,,123,65.3,0.6,108.8,83,75,5.4,2.3,3.1,0.7,0.1,3,152,4.7,10.1,2500,,373,28,,37,3.9,25.1,9.1,65,23.6,36.4,16.5,,,,5.6,,28.2,7.6,1.3,,64.2,,1.5,0.4,0.1,,3.7,500,8.8,,,,,,,,,,,,,,,,,,45.7,,,,,,32,신장질환,심장질환,결석,피부질환,갑상선기능저하증,부신피질기능항진증,,,,
186,R1118_03,달,0.034,0.073,0.005,1.971,6.467,0.296,0.003,0.006,0.246,0.002,0.003,0.066,180.087,18.413,531.935,107.436,16.674,216.86,276.251,17.459,0.209,0.252,0.786,0.011,0.012,0.026,0.034,3.669,9.78,0.652,4.951,13.006,28.889,1.676,개,말티즈,11,MC,5.4,4,4,1,4,2,1,4,4,5,5,5,누런 콧물,재채기,다리 파행,,,,,,,,만성비염,아토피,슬개골탈구,,,,,,,,아토피,만성비염,슬개골탈구,,,,,,,,호흡기질환,정형질환,피부질환,,,,,,,,2020-07-12,,,127,11.8,0.77,15.3,381,12,7.3,4,3.3,1.2,0.2,6,228,5.3,13.5,631,,74,37,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,4.44,,112,7.49,28.3,44,,,,18.6,84.1,19,,25.33,,,,,,,피부질환,,,,,,,,,
187,R1118_04,뭉치,0.169,0.134,0.008,0.584,64.445,3.352,0.027,0.02,0.47,0.004,0.015,0.126,831.844,138.877,2764.276,2303.587,16.749,212.558,501.859,147.857,3.216,0.574,0.786,0.08,0.152,0.203,0.116,2.585,5.99,1.658,1.2,12.691,19.904,0.361,개,말티즈,10,MC,5,3,4,4,4,2,2,3,4,5,1,3,심한공격성으로 인해 호르몬 치료중,안약 처방,,,,,,,,,공격성,호흡기증상,,,,,,,,,공격성,호흡기증상,,,,,,,,,신경계질환,호흡기질환,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기타,,,,,,,,,
188,R1118_06,치콩,0.049,0.179,0.011,2.818,38.216,2.564,0.014,0.02,0.407,0.004,0.008,0.436,419.469,51.458,711.163,193.033,9.213,188.766,248.204,84.065,1.423,0.383,0.906,0.041,0.045,0.117,0.057,2.622,8.152,1.69,3.684,20.49,13.82,2.173,개,페키니즈,9,MC,7.7,5,2,1,3,2,2,4,5,1,1,5,허리디스크로 후지 마비,침치료중,방광무력증으로 압박배뇨 실시,,,,,,,,디스크,후지마비,방광염,방광무력증,,,,,,,디스크,마비,방광무력증,방광염,,,,,,,정형질환,비뇨기질환,신경계질환,비뇨기질환,,,,,,,2020-11-11,,,111,19,0.57,33.3,294,59,7.1,3.8,3.3,1.2,0.1,4,212,4.6,11.3,500,,106,28,,87,7.3,44.2,16.4,61,22.5,37.1,17.2,,,,6.9,,24.7,7.1,1.4,,68.2,,1.7,0.4,0.1,,4.8,387,10.5,,,,144,4.3,,106,,,,,,,,,,,,,,,,10,33.5,기타,,,,,,,,,
189,R1118_07,하늘,0.041,0.07,0.01,0.222,4.782,0.376,0.004,0.009,0.385,0.001,0.005,0.063,184.246,16.828,601.47,412.657,14.815,194.855,217.538,15.785,0.197,0.247,0.84,0.013,0.017,0.024,0.035,1.634,10.949,0.847,1.458,13.153,35.742,0.446,개,말티즈,10,FS,4,2,1,4,4,4,3,2,4,1,1,2,식욕저하,활력저하,피부염 재발,,,,,,,,빈혈,경련,식이알러지,유선종양,,,,,,,경련,유선종양,식이알러지,빈혈,,,,,,,혈액,신경계질환,종양,피부질환,,,,,,,2021-04-21,,,122,18.4,0.5,36.8,426,106,7.3,3.7,3.6,1,0.2,9,268,2.9,11.4,,,95,27,,65,7.9,47.7,17.2,61,21.9,36,17.3,,,,4.8,,14.9,5.3,1.1,,79.8,,0.7,0.2,0.1,,3.9,396,10.7,,,,,,,,,,,,,,,,,,,,,,,,36.5,종양,피부질환,,,,,,,,
190,R1118_08,조이,0.066,0.088,0.048,0.842,3.448,0.272,0.004,0.014,0.253,0.002,0.004,0.183,213.474,21.052,194.437,187.436,15.501,172.14,290.93,13.153,0.208,0.401,0.706,0.007,0.039,0.026,0.013,0.812,10.14,0.734,1.037,11.105,9.236,1.139,개,포메라니언,1,FS,3.7,3,5,1,5,5,5,5,4,4,5,5,구토,설사로 위장염,혈뇨한적 있음,,,,,,,,슬개골탈구,,,,,,,,,,슬개골탈구,,,,,,,,,,정형질환,,,,,,,,,,2020-09-14,,,121,9.9,0.4,24.7,245,167,6.3,3.6,2.7,1.3,,,,,,,,,66,,,7.6,45.1,16.2,59,21.3,35.9,16.9,,,,12.6,,37.8,7.4,2.4,,54.8,,4.7,0.9,0.3,,7,418,11.8,,,,144,4.3,,111,,,,,,,,,,,,,,,,,33.5,기타,,,,,,,,,
191,R1118_09,레미,0.156,0.18,0.083,6.327,63.819,2.378,0.032,0.017,0.574,0.004,0.01,0.167,461.336,64.61,424.611,463.171,18.661,214.568,354.687,115.235,2.837,0.592,0.832,0.079,0.072,0.187,0.079,1.082,7.14,1.301,0.917,11.498,6.572,0.996,개,닥스훈트,5,FS,7.6,4,1,1,5,2,5,5,2,5,5,5,외이염 재발,피부 지방종 다발,,,,,,,,,비장종대,소간증,슬개골탈구,식이알러지,,,,,,,소간증,식이알러지,비장종대,슬개골탈구,,,,,,,소화기질환,소화기질환,정형질환,피부질환,,,,,,,2021-05-08,,,121,11.9,0.63,18.9,107,64,6.3,4.4,1.9,2.3,0.2,,,,,,,,20,,,8.1,54.9,20.2,68,25.1,36.9,15.9,,,,10.8,,23.2,9.1,1.2,,67.7,,2.4,0.9,0.1,,7.5,263,11.1,,,,,,,,,,,,,,,,,,,,,,,,,피부질환,,,,,,,,,
